ID,Age_Bin,Years_Since_Last_Promotion_Bin,Monthly_Income_Bin,Training_Hours_Last_Year_Bin,Distance_From_Home_Bin,Years_at_Company_Bin,Years_in_Current_Role_Bin,Project_Count_Bin,Absenteeism_Bin,Average_Hours_Worked_Per_Week_Bin,Hourly_Rate_Bin,Work_Life_Balance_Bin,Relationship_with_Manager_Bin,Job_Involvement_Bin,Job_Satisfaction_Bin,Performance_Rating_Bin,Work_Environment_Satisfaction_Bin,Job_Level_Bin,Number_of_Companies_Worked_Bin,Gender_Bin,Job_Role_Manager_Bin,Job_Role_Assistant_Bin,Department_HR_Bin,Department_Marketing_Bin,Marital_Status_Married_Bin,Attrition
116,36-45,3-5,<=30k,31-60,20km+,2-5,4-6,5-6,3-5,31-45,<=40,Poor,Good,Low,Moderate,Good,Very High,Level 4,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
117,26-35,3-5,<=30k,60+,20km+,20+,7-10,5-6,6-10,46-60,41-60,Excellent,Poor,Low,Moderate,Below Avg,High,Level 4,3-5,Male,Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
118,46-60,1-2,<=30k,60+,6-10km,20+,2-3,3-4,11+,31-45,<=40,Good,Average,Low,Very Low,Good,High,Level 1,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
119,46-60,3-5,<=30k,11-30,20km+,6-10,4-6,5-6,11+,31-45,41-60,Excellent,Average,Low,Very High,Good,High,Level 1,3-5,Female,Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_Yes
120,26-35,3-5,<=30k,60+,20km+,0-1,0-1,5-6,3-5,46-60,81-100,Fair,Poor,Low,Low,Below Avg,Moderate,Level 5,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
121,26-35,3-5,<=30k,11-30,6-10km,0-1,10+,7+,11+,46-60,41-60,Fair,Poor,Low,Low,Average,Very High,Level 1,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
122,26-35,1-2,<=30k,60+,20km+,11-20,0-1,5-6,11+,46-60,41-60,Fair,Poor,Low,Low,Below Avg,Moderate,Level 1,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
123,36-45,6-10,<=30k,60+,11-20km,11-20,7-10,<=2,6-10,31-45,61-80,Fair,Poor,High,Moderate,Below Avg,Very High,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Marketing,Married,Attrition_No
124,26-35,1-2,<=30k,31-60,11-20km,11-20,10+,<=2,6-10,46-60,61-80,Poor,Average,Low,Low,Below Avg,Low,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
125,46-60,6-10,<=30k,60+,11-20km,6-10,2-3,<=2,6-10,31-45,41-60,Fair,Average,Low,Very Low,Good,Low,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
126,46-60,3-5,<=30k,11-30,11-20km,20+,7-10,7+,0-2,31-45,61-80,Excellent,Poor,High,Moderate,Good,Very High,Level 1,3-5,Female,Not Manager,Not Assistant,HR,Not Marketing,Married,Attrition_Yes
127,46-60,6-10,<=30k,31-60,6-10km,2-5,10+,7+,0-2,31-45,61-80,Good,Average,Low,Moderate,Good,Very High,Level 1,3-5,Male,Not Manager,Assistant,HR,Not Marketing,Not Married,Attrition_No
128,18-25,3-5,<=30k,11-30,20km+,2-5,10+,3-4,3-5,<=30,41-60,Fair,Average,Low,Very Low,Below Avg,Moderate,Level 5,1-2,Male,Manager,Not Assistant,HR,Not Marketing,Married,Attrition_No
129,46-60,1-2,<=30k,31-60,20km+,11-20,4-6,<=2,3-5,46-60,41-60,Poor,Good,High,Very High,Average,Very High,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
130,46-60,3-5,<=30k,60+,20km+,20+,4-6,<=2,6-10,31-45,41-60,Fair,Poor,Low,Very Low,Below Avg,Moderate,Level 1,3-5,Male,Not Manager,Not Assistant,HR,Not Marketing,Married,Attrition_No
131,36-45,6-10,<=30k,11-30,11-20km,6-10,7-10,5-6,3-5,31-45,41-60,Fair,Average,Low,Very Low,Good,Low,Level 1,3-5,Female,Not Manager,Not Assistant,Not HR,Marketing,Married,Attrition_No
132,46-60,6-10,<=30k,11-30,20km+,20+,10+,5-6,6-10,31-45,<=40,Poor,Poor,High,Very Low,Average,Very High,Level 5,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
133,26-35,0,<=30k,11-30,11-20km,20+,7-10,5-6,0-2,46-60,81-100,Good,Poor,Low,Very High,Below Avg,Moderate,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
134,46-60,3-5,<=30k,31-60,20km+,11-20,4-6,<=2,0-2,31-45,41-60,Poor,Poor,Low,Low,Average,Moderate,Level 5,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
135,46-60,6-10,<=30k,11-30,20km+,11-20,7-10,7+,0-2,46-60,<=40,Excellent,Average,Low,Very Low,Average,Moderate,Level 2,1-2,Male,Manager,Not Assistant,HR,Not Marketing,Married,Attrition_No
136,26-35,1-2,<=30k,60+,11-20km,20+,4-6,3-4,11+,31-45,81-100,Poor,Poor,Medium,Moderate,Below Avg,Very High,Level 2,1-2,Male,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
137,46-60,0,<=30k,31-60,20km+,20+,10+,<=2,0-2,31-45,<=40,Excellent,Poor,High,Low,Average,Moderate,Level 2,3-5,Female,Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
138,26-35,3-5,<=30k,60+,20km+,11-20,0-1,3-4,0-2,46-60,<=40,Fair,Poor,Low,Low,Average,High,Level 1,1-2,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
139,36-45,6-10,<=30k,11-30,20km+,20+,7-10,5-6,11+,31-45,81-100,Poor,Average,Low,High,Below Avg,Moderate,Level 5,3-5,Female,Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
140,46-60,3-5,<=30k,31-60,20km+,20+,10+,7+,11+,46-60,<=40,Fair,Good,Low,Very Low,Average,Very High,Level 1,3-5,Female,Not Manager,Assistant,Not HR,Marketing,Not Married,Attrition_No
141,18-25,1-2,<=30k,11-30,20km+,20+,10+,3-4,6-10,46-60,81-100,Poor,Good,Medium,Low,Below Avg,Very High,Level 2,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
142,18-25,6-10,<=30k,60+,11-20km,20+,7-10,7+,0-2,31-45,81-100,Excellent,Good,Low,Moderate,Below Avg,Very High,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
143,46-60,6-10,<=30k,60+,20km+,6-10,7-10,3-4,6-10,46-60,<=40,Poor,Average,High,Very High,Average,Very High,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_Yes
144,46-60,1-2,<=30k,31-60,20km+,6-10,10+,5-6,11+,46-60,<=40,Excellent,Average,Low,Very High,Good,Low,Level 5,1-2,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
145,36-45,6-10,<=30k,60+,0-5km,11-20,4-6,<=2,3-5,<=30,61-80,Fair,Poor,Low,Low,Average,Moderate,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
146,46-60,6-10,<=30k,60+,11-20km,2-5,10+,7+,6-10,46-60,81-100,Poor,Poor,High,Very High,Below Avg,Low,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
147,26-35,6-10,<=30k,60+,20km+,6-10,7-10,7+,11+,46-60,41-60,Poor,Average,Low,High,Average,Moderate,Level 5,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
148,46-60,6-10,<=30k,31-60,20km+,11-20,7-10,7+,11+,31-45,41-60,Fair,Good,High,Very High,Below Avg,Very High,Level 5,3-5,Male,Not Manager,Not Assistant,Not HR,Marketing,Married,Attrition_No
149,36-45,3-5,<=30k,31-60,6-10km,11-20,7-10,<=2,11+,46-60,61-80,Poor,Poor,Low,Very High,Below Avg,High,Level 2,1-2,Male,Not Manager,Not Assistant,HR,Not Marketing,Married,Attrition_No
150,46-60,3-5,<=30k,60+,11-20km,2-5,0-1,3-4,6-10,31-45,<=40,Excellent,Average,Low,Very High,Below Avg,Low,Level 2,1-2,Male,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_No
151,46-60,3-5,<=30k,11-30,20km+,2-5,10+,7+,0-2,31-45,<=40,Poor,Poor,Low,Moderate,Average,Very High,Level 2,3-5,Male,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
152,18-25,0,<=30k,11-30,6-10km,20+,4-6,7+,11+,46-60,41-60,Fair,Average,Medium,High,Good,Low,Level 2,3-5,Female,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
153,46-60,6-10,<=30k,11-30,20km+,2-5,10+,3-4,11+,46-60,41-60,Poor,Poor,Low,High,Below Avg,Very High,Level 5,3-5,Female,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
154,26-35,3-5,<=30k,60+,20km+,2-5,2-3,5-6,6-10,46-60,<=40,Good,Good,Medium,Very High,Below Avg,Low,Level 4,1-2,Female,Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
155,18-25,0,<=30k,11-30,11-20km,6-10,2-3,5-6,11+,46-60,81-100,Poor,Good,High,Low,Below Avg,High,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
156,46-60,3-5,<=30k,60+,20km+,2-5,2-3,5-6,6-10,46-60,<=40,Poor,Good,Low,Moderate,Below Avg,Low,Level 3,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
157,18-25,3-5,<=30k,60+,11-20km,11-20,2-3,3-4,3-5,31-45,81-100,Poor,Poor,High,Low,Below Avg,Moderate,Level 5,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
158,26-35,0,<=30k,31-60,11-20km,11-20,7-10,5-6,11+,31-45,<=40,Fair,Good,Medium,Very Low,Below Avg,Very High,Level 1,1-2,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_Yes
159,46-60,6-10,<=30k,60+,20km+,20+,4-6,7+,11+,46-60,81-100,Fair,Poor,Medium,Moderate,Good,Very High,Level 4,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
160,26-35,6-10,<=30k,0-10,0-5km,6-10,7-10,3-4,11+,31-45,81-100,Excellent,Average,Low,Very High,Below Avg,Low,Level 5,3-5,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
161,46-60,6-10,<=30k,31-60,20km+,20+,2-3,5-6,6-10,46-60,81-100,Good,Average,Low,Moderate,Below Avg,Very High,Level 2,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
162,46-60,6-10,<=30k,31-60,20km+,20+,10+,5-6,3-5,46-60,<=40,Fair,Average,High,Moderate,Below Avg,High,Level 3,3-5,Male,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
163,36-45,3-5,<=30k,60+,11-20km,11-20,0-1,7+,11+,46-60,61-80,Good,Good,Low,Low,Below Avg,High,Level 1,1-2,Male,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_No
164,26-35,6-10,<=30k,11-30,20km+,20+,10+,7+,11+,<=30,81-100,Poor,Average,Low,Very Low,Below Avg,Moderate,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
165,46-60,1-2,<=30k,31-60,20km+,20+,7-10,7+,11+,46-60,<=40,Poor,Good,Low,Moderate,Below Avg,High,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Marketing,Married,Attrition_No
166,46-60,6-10,<=30k,60+,20km+,20+,7-10,<=2,6-10,46-60,<=40,Poor,Average,Low,Very Low,Below Avg,Moderate,Level 5,3-5,Male,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
167,36-45,6-10,<=30k,31-60,11-20km,11-20,10+,3-4,11+,46-60,81-100,Poor,Poor,Low,Very Low,Good,Very High,Level 5,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
168,26-35,3-5,<=30k,11-30,20km+,11-20,10+,<=2,11+,31-45,<=40,Good,Good,Low,Low,Good,Low,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
169,46-60,3-5,<=30k,60+,0-5km,20+,2-3,5-6,3-5,31-45,61-80,Excellent,Good,High,Low,Below Avg,Moderate,Level 3,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
170,18-25,6-10,<=30k,31-60,20km+,20+,2-3,7+,11+,<=30,81-100,Good,Average,High,Very High,Below Avg,Very High,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
171,18-25,1-2,<=30k,60+,20km+,20+,7-10,<=2,0-2,31-45,81-100,Poor,Poor,High,Very High,Average,High,Level 4,3-5,Female,Not Manager,Assistant,Not HR,Not Marketing,Married,Attrition_No
172,46-60,3-5,<=30k,31-60,20km+,11-20,4-6,7+,0-2,46-60,<=40,Excellent,Poor,Low,Moderate,Average,High,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
173,36-45,1-2,<=30k,60+,20km+,2-5,7-10,<=2,11+,46-60,<=40,Excellent,Poor,Low,Very High,Below Avg,Low,Level 5,1-2,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
174,18-25,6-10,<=30k,60+,20km+,20+,2-3,3-4,0-2,46-60,<=40,Poor,Poor,Low,Low,Below Avg,Low,Level 4,1-2,Male,Manager,Not Assistant,HR,Not Marketing,Married,Attrition_No
175,18-25,3-5,<=30k,0-10,6-10km,0-1,7-10,<=2,11+,46-60,61-80,Excellent,Poor,Medium,Very High,Good,High,Level 1,1-2,Male,Not Manager,Assistant,Not HR,Marketing,Married,Attrition_Yes
176,46-60,6-10,<=30k,0-10,20km+,6-10,7-10,<=2,3-5,31-45,41-60,Fair,Poor,Low,Very High,Below Avg,Low,Level 1,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
177,36-45,6-10,<=30k,31-60,11-20km,6-10,2-3,7+,0-2,31-45,81-100,Poor,Good,High,Very High,Good,Very High,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
178,46-60,6-10,<=30k,60+,20km+,11-20,7-10,5-6,0-2,<=30,<=40,Excellent,Poor,High,Very Low,Good,Very High,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
179,46-60,3-5,<=30k,31-60,6-10km,11-20,7-10,7+,3-5,46-60,<=40,Good,Poor,Low,Very High,Good,Low,Level 5,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
180,46-60,1-2,<=30k,11-30,11-20km,20+,4-6,<=2,6-10,46-60,61-80,Excellent,Good,Low,Low,Good,High,Level 2,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
181,18-25,3-5,<=30k,31-60,11-20km,20+,10+,5-6,6-10,46-60,41-60,Good,Poor,Medium,Very Low,Good,Low,Level 3,3-5,Female,Not Manager,Assistant,HR,Not Marketing,Married,Attrition_No
182,36-45,1-2,<=30k,11-30,11-20km,20+,10+,7+,3-5,31-45,41-60,Fair,Average,Low,Very High,Good,Low,Level 5,1-2,Female,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_No
183,18-25,3-5,<=30k,31-60,0-5km,20+,4-6,3-4,3-5,31-45,61-80,Poor,Poor,Low,Very High,Good,High,Level 3,3-5,Male,Not Manager,Not Assistant,Not HR,Marketing,Married,Attrition_No
184,36-45,6-10,<=30k,11-30,11-20km,6-10,7-10,5-6,3-5,31-45,<=40,Excellent,Good,Medium,Low,Below Avg,Moderate,Level 2,1-2,Female,Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
185,46-60,6-10,<=30k,60+,20km+,20+,10+,7+,11+,31-45,61-80,Fair,Average,Medium,Moderate,Good,High,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
186,18-25,6-10,<=30k,31-60,6-10km,2-5,7-10,3-4,6-10,31-45,41-60,Good,Good,High,Low,Below Avg,Very High,Level 5,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
187,46-60,3-5,<=30k,60+,20km+,11-20,4-6,5-6,11+,46-60,61-80,Fair,Average,Low,High,Average,Moderate,Level 5,1-2,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_Yes
188,18-25,6-10,<=30k,60+,11-20km,20+,7-10,5-6,11+,31-45,61-80,Fair,Average,High,Low,Below Avg,Moderate,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
189,26-35,3-5,<=30k,11-30,20km+,11-20,2-3,<=2,11+,46-60,41-60,Good,Good,Medium,Moderate,Average,High,Level 5,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
190,36-45,1-2,<=30k,60+,20km+,2-5,2-3,7+,3-5,31-45,<=40,Poor,Poor,Medium,Low,Average,Low,Level 5,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
191,46-60,6-10,<=30k,60+,20km+,11-20,7-10,3-4,0-2,46-60,<=40,Fair,Good,Low,Very Low,Below Avg,High,Level 2,1-2,Female,Not Manager,Assistant,HR,Not Marketing,Not Married,Attrition_No
192,36-45,3-5,<=30k,31-60,20km+,11-20,0-1,7+,3-5,31-45,61-80,Fair,Good,Medium,Very Low,Below Avg,Very High,Level 4,1-2,Male,Manager,Not Assistant,HR,Not Marketing,Married,Attrition_Yes
193,18-25,1-2,<=30k,60+,20km+,2-5,7-10,<=2,6-10,46-60,61-80,Good,Poor,Low,Low,Below Avg,Very High,Level 2,1-2,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
194,46-60,6-10,<=30k,60+,20km+,20+,10+,3-4,6-10,46-60,<=40,Good,Good,High,Very Low,Good,Moderate,Level 5,1-2,Female,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_Yes
195,18-25,3-5,<=30k,60+,6-10km,6-10,2-3,3-4,11+,31-45,41-60,Fair,Poor,Medium,Moderate,Average,High,Level 2,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
196,36-45,3-5,<=30k,31-60,20km+,11-20,0-1,7+,11+,31-45,41-60,Excellent,Poor,Low,High,Average,Very High,Level 5,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
197,26-35,3-5,<=30k,60+,0-5km,11-20,4-6,3-4,6-10,31-45,<=40,Good,Poor,Low,High,Below Avg,Moderate,Level 3,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
198,26-35,3-5,<=30k,60+,0-5km,2-5,4-6,3-4,11+,46-60,41-60,Poor,Good,Low,Moderate,Good,Moderate,Level 3,1-2,Female,Not Manager,Assistant,Not HR,Not Marketing,Married,Attrition_No
199,46-60,0,<=30k,60+,20km+,2-5,7-10,7+,3-5,31-45,81-100,Excellent,Poor,Low,Very High,Below Avg,Very High,Level 1,1-2,Male,Not Manager,Assistant,Not HR,Not Marketing,Married,Attrition_No
200,26-35,6-10,<=30k,11-30,20km+,20+,10+,7+,6-10,31-45,81-100,Excellent,Average,Medium,Very High,Average,High,Level 2,3-5,Male,Not Manager,Assistant,Not HR,Not Marketing,Married,Attrition_No
201,18-25,1-2,<=30k,11-30,20km+,20+,2-3,5-6,6-10,31-45,61-80,Fair,Average,Low,High,Average,High,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
202,26-35,3-5,<=30k,60+,11-20km,6-10,10+,3-4,6-10,<=30,41-60,Poor,Average,Medium,Very Low,Average,Moderate,Level 3,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
203,46-60,6-10,<=30k,0-10,20km+,20+,2-3,7+,11+,31-45,81-100,Excellent,Average,Low,Very Low,Below Avg,Low,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
204,18-25,1-2,<=30k,60+,20km+,20+,10+,7+,3-5,31-45,<=40,Good,Poor,Low,Very High,Below Avg,Very High,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Marketing,Married,Attrition_No
205,36-45,3-5,<=30k,0-10,20km+,0-1,10+,<=2,6-10,46-60,81-100,Poor,Poor,High,High,Below Avg,Moderate,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Marketing,Married,Attrition_No
206,46-60,3-5,<=30k,31-60,20km+,20+,4-6,3-4,0-2,46-60,<=40,Poor,Poor,High,Low,Good,High,Level 1,3-5,Female,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_No
207,36-45,0,<=30k,11-30,20km+,20+,4-6,<=2,6-10,46-60,<=40,Fair,Poor,Low,Low,Below Avg,Low,Level 4,1-2,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
208,36-45,3-5,<=30k,60+,0-5km,11-20,10+,7+,11+,31-45,41-60,Excellent,Poor,Medium,Very Low,Below Avg,Moderate,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
209,18-25,3-5,<=30k,60+,11-20km,2-5,4-6,5-6,11+,31-45,41-60,Good,Poor,High,Moderate,Average,Very High,Level 1,1-2,Male,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
210,36-45,1-2,<=30k,11-30,11-20km,11-20,2-3,7+,6-10,46-60,41-60,Excellent,Poor,Low,Very High,Below Avg,High,Level 5,3-5,Female,Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
211,36-45,3-5,<=30k,60+,20km+,2-5,7-10,<=2,3-5,31-45,<=40,Excellent,Poor,High,Very Low,Below Avg,Low,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
212,46-60,3-5,<=30k,60+,20km+,20+,4-6,5-6,6-10,31-45,41-60,Good,Poor,Medium,Moderate,Average,Low,Level 4,1-2,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
213,26-35,0,<=30k,60+,0-5km,20+,10+,<=2,6-10,31-45,41-60,Excellent,Poor,Medium,Moderate,Average,Moderate,Level 3,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
214,46-60,3-5,<=30k,11-30,6-10km,0-1,4-6,7+,3-5,31-45,61-80,Poor,Average,Medium,Very High,Below Avg,Very High,Level 4,3-5,Male,Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
215,46-60,6-10,<=30k,31-60,20km+,0-1,4-6,<=2,11+,46-60,41-60,Fair,Poor,High,Moderate,Average,Very High,Level 2,3-5,Male,Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
216,46-60,6-10,<=30k,31-60,20km+,2-5,7-10,7+,11+,31-45,81-100,Fair,Poor,Medium,Moderate,Average,High,Level 3,1-2,Female,Manager,Not Assistant,HR,Not Marketing,Married,Attrition_No
217,36-45,1-2,<=30k,31-60,20km+,11-20,4-6,7+,6-10,46-60,61-80,Poor,Poor,Low,Very High,Good,Moderate,Level 4,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
218,46-60,3-5,<=30k,0-10,20km+,2-5,10+,3-4,11+,46-60,41-60,Excellent,Poor,Low,High,Average,Moderate,Level 4,1-2,Female,Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
219,18-25,3-5,<=30k,31-60,6-10km,2-5,10+,5-6,3-5,46-60,41-60,Excellent,Good,Low,Low,Good,High,Level 2,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
220,26-35,0,<=30k,31-60,6-10km,20+,10+,<=2,3-5,46-60,<=40,Fair,Average,Low,High,Average,Moderate,Level 1,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
221,46-60,6-10,<=30k,60+,20km+,11-20,7-10,<=2,3-5,46-60,41-60,Fair,Poor,Low,Low,Below Avg,Moderate,Level 5,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
222,36-45,3-5,<=30k,60+,11-20km,0-1,4-6,7+,11+,31-45,61-80,Good,Poor,Medium,Low,Average,Low,Level 4,1-2,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
223,36-45,1-2,<=30k,31-60,20km+,11-20,4-6,<=2,6-10,31-45,61-80,Good,Poor,Medium,Very High,Below Avg,Moderate,Level 5,1-2,Female,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_Yes
224,46-60,3-5,<=30k,0-10,0-5km,20+,4-6,5-6,6-10,46-60,61-80,Good,Poor,High,High,Below Avg,Very High,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
225,46-60,3-5,<=30k,60+,20km+,20+,10+,<=2,11+,46-60,61-80,Good,Good,High,Very High,Average,High,Level 2,1-2,Female,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
226,46-60,6-10,<=30k,60+,11-20km,2-5,10+,5-6,11+,46-60,81-100,Fair,Poor,Medium,High,Below Avg,Very High,Level 1,3-5,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
227,26-35,6-10,<=30k,11-30,20km+,11-20,7-10,3-4,6-10,46-60,<=40,Excellent,Poor,High,Moderate,Below Avg,Low,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
228,26-35,6-10,<=30k,11-30,20km+,11-20,7-10,5-6,11+,46-60,81-100,Poor,Poor,Low,Very Low,Average,High,Level 5,1-2,Male,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_No
229,36-45,0,<=30k,31-60,20km+,6-10,10+,3-4,11+,46-60,41-60,Fair,Average,Medium,High,Average,Moderate,Level 4,3-5,Female,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
230,18-25,0,<=30k,31-60,6-10km,20+,2-3,5-6,11+,31-45,61-80,Poor,Poor,Low,High,Below Avg,Low,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
231,18-25,6-10,<=30k,31-60,20km+,20+,10+,3-4,3-5,31-45,<=40,Poor,Good,High,Moderate,Average,Low,Level 5,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
232,26-35,3-5,<=30k,60+,20km+,20+,7-10,5-6,6-10,46-60,61-80,Excellent,Poor,High,Moderate,Average,High,Level 5,3-5,Male,Not Manager,Not Assistant,HR,Not Marketing,Married,Attrition_No
233,18-25,6-10,<=30k,11-30,11-20km,11-20,4-6,<=2,11+,31-45,81-100,Excellent,Average,Low,Low,Good,High,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
